,block_number,block_name,block_trial_count,block_pairing_definition,study_name,task_number,task_name,trial_number,trial_name,trial_response,trial_latency,trial_error,session_id
1797,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,4,Breathing,Me/Life,540,0,2616006499
1798,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,5,Them,(unnamed)/Death,775,0,2616006499
1799,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,6,Die,(unnamed)/Death,1872,1,2616006499
1800,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,7,They,(unnamed)/Death,591,0,2616006499
1801,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,8,Deceased,(unnamed)/Death,2291,0,2616006499
1802,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,9,Self,Me/Life,936,0,2616006499
1803,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,10,Alive,Me/Life,924,0,2616006499
1804,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,11,Mine,Me/Life,840,0,2616006499
1805,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,12,Thrive,Me/Life,1520,0,2616006499
1806,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,13,Myself,Me/Life,984,0,2616006499
1807,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,14,Living,Me/Life,733,0,2616006499
1808,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,15,Other,(unnamed)/Death,642,0,2616006499
1809,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,16,Suicide,(unnamed)/Death,815,0,2616006499
1810,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,17,Their,(unnamed)/Death,926,0,2616006499
1811,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,18,Dead,(unnamed)/Death,4779,0,2616006499
1812,1,BLOCK1,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,19,I,Me/Life,565,0,2616006499
1757,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,0,Breathing,(unnamed)/Life,992,0,2616006499
1758,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,1,Living,(unnamed)/Life,546,0,2616006499
1759,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,2,Suicide,Me/Death,612,0,2616006499
1760,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,3,Die,Me/Death,603,0,2616006499
1761,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,4,Thrive,(unnamed)/Life,536,0,2616006499
1762,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,5,Them,(unnamed)/Life,1234,0,2616006499
1763,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,6,Alive,(unnamed)/Life,821,0,2616006499
1764,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,7,Self,Me/Death,503,0,2616006499
1765,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,8,Deceased,Me/Death,1514,0,2616006499
1766,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,9,Myself,Me/Death,833,1,2616006499
1767,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,10,Die,Me/Death,1028,0,2616006499
1768,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,11,Their,(unnamed)/Life,619,0,2616006499
1769,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,12,Living,(unnamed)/Life,1625,0,2616006499
1770,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,13,Mine,Me/Death,1153,0,2616006499
1771,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,14,Dead,Me/Death,588,0,2616006499
1772,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,15,I,Me/Death,2784,0,2616006499
1773,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,16,Breathing,(unnamed)/Life,1523,0,2616006499
1774,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,17,They,(unnamed)/Life,1457,0,2616006499
1775,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,18,Suicide,Me/Death,1062,1,2616006499
1776,2,BLOCK2,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,19,Other,(unnamed)/Life,5733,0,2616006499
1713,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,0,Thrive,Me/Life,503,0,2616006499
1714,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,1,Suicide,(unnamed)/Death,488,0,2616006499
1715,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,2,Die,(unnamed)/Death,1184,0,2616006499
1716,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,3,Breathing,Me/Life,2825,0,2616006499
1717,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,4,Suicide,(unnamed)/Death,1914,0,2616006499
1718,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,5,Myself,Me/Life,920,0,2616006499
1719,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,6,Die,(unnamed)/Death,781,1,2616006499
1720,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,7,Other,(unnamed)/Death,520,0,2616006499
1721,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,8,Living,Me/Life,654,0,2616006499
1722,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,9,Their,(unnamed)/Death,678,0,2616006499
1723,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,10,Thrive,Me/Life,913,0,2616006499
1724,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,11,Self,Me/Life,470,0,2616006499
1725,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,12,Dead,(unnamed)/Death,539,0,2616006499
1726,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,13,Them,(unnamed)/Death,2339,0,2616006499
1727,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,14,Deceased,(unnamed)/Death,594,0,2616006499
1728,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,15,I,Me/Life,567,0,2616006499
1729,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,16,Alive,Me/Life,1087,0,2616006499
1730,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,17,Mine,Me/Life,958,0,2616006499
1731,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,18,Breathing,Me/Life,761,0,2616006499
1756,3,BLOCK3,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,19,They,(unnamed)/Death,610,1,2616006499
1777,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,0,Dead,Me/Death,753,0,2616006499
1778,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,1,Thrive,(unnamed)/Life,922,0,2616006499
1779,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,2,Suicide,Me/Death,698,0,2616006499
1780,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,3,Living,(unnamed)/Life,1453,0,2616006499
1782,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,4,Suicide,Me/Death,1946,1,2616006499
1783,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,5,Other,(unnamed)/Life,1435,0,2616006499
1784,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,6,Thrive,(unnamed)/Life,693,0,2616006499
1781,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,7,I,Me/Death,587,0,2616006499
1785,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,8,Alive,(unnamed)/Life,459,0,2616006499
1786,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,9,Their,(unnamed)/Life,744,0,2616006499
1787,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,10,Dead,Me/Death,1181,0,2616006499
1788,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,11,Self,Me/Death,433,0,2616006499
1789,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,12,Breathing,(unnamed)/Life,739,0,2616006499
1790,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,13,They,(unnamed)/Life,573,0,2616006499
1791,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,14,Deceased,Me/Death,753,0,2616006499
1792,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,15,Mine,Me/Death,638,0,2616006499
1793,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,16,Die,Me/Death,1085,0,2616006499
1794,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,17,Them,(unnamed)/Life,769,0,2616006499
1795,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,18,Living,(unnamed)/Life,692,0,2616006499
1732,4,BLOCK4,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,19,Myself,Me/Death,675,0,2616006499
1813,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,0,Deceased,(unnamed)/Death,1076,0,2616006499
1814,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,1,Dead,(unnamed)/Death,846,0,2616006499
1815,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,2,Breathing,Me/Life,1554,0,2616006499
1816,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,3,Thrive,Me/Life,569,0,2616006499
1817,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,4,Dead,(unnamed)/Death,959,1,2616006499
1818,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,5,Self,Me/Life,560,0,2616006499
1819,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,6,Thrive,Me/Life,707,0,2616006499
1700,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,7,I,Me/Life,1242,0,2616006499
1701,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,8,Deceased,(unnamed)/Death,862,0,2616006499
1702,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,9,Them,(unnamed)/Death,718,0,2616006499
1703,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,10,Alive,Me/Life,727,0,2616006499
1704,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,11,Their,(unnamed)/Death,609,0,2616006499
1705,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,12,Breathing,Me/Life,983,0,2616006499
1706,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,13,Mine,Me/Life,415,0,2616006499
1707,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,14,Living,Me/Life,993,0,2616006499
1709,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,15,They,(unnamed)/Death,904,1,2616006499
1710,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,16,Die,(unnamed)/Death,1446,1,2616006499
1711,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,17,Other,(unnamed)/Death,1398,0,2616006499
1708,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,18,Suicide,(unnamed)/Death,1376,0,2616006499
1712,5,BLOCK5,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,10,pimh_deathlifeword1biat,19,Myself,Me/Life,670,0,2616006499
1892,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,0,Living,Me/Life,840,0,2616007692
1893,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,1,Alive,Me/Life,632,0,2616007692
1894,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,2,Suicide,(unnamed)/Death,804,0,2616007692
1895,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,3,Dead,(unnamed)/Death,460,0,2616007692
1896,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,4,Die,(unnamed)/Death,595,0,2616007692
1897,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,5,Other,(unnamed)/Death,707,0,2616007692
1898,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,6,Suicide,(unnamed)/Death,1232,0,2616007692
1899,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,7,Mine,Me/Life,605,0,2616007692
1900,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,8,Alive,Me/Life,681,0,2616007692
1901,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,9,Them,(unnamed)/Death,408,0,2616007692
1902,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,10,Thrive,Me/Life,629,1,2616007692
1903,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,11,Self,Me/Life,554,0,2616007692
1904,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,12,Living,Me/Life,503,0,2616007692
1905,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,13,They,(unnamed)/Death,719,1,2616007692
1906,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,14,Deceased,(unnamed)/Death,523,0,2616007692
1907,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,15,Myself,Me/Life,1357,0,2616007692
1908,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,16,Dead,(unnamed)/Death,639,0,2616007692
1910,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,17,Their,(unnamed)/Death,354,0,2616007692
1911,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,18,Breathing,Me/Life,521,0,2616007692
1912,0,BLOCK0,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,19,I,Me/Life,847,0,2616007692
1928,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,0,Deceased,Me/Death,630,0,2616007692
1929,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,1,Suicide,Me/Death,634,0,2616007692
1930,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,2,Alive,(unnamed)/Life,639,0,2616007692
1931,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,3,Breathing,(unnamed)/Life,960,0,2616007692
1932,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,4,Alive,(unnamed)/Life,4434,0,2616007692
1933,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,5,Self,Me/Death,1005,0,2616007692
1935,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,6,Suicide,Me/Death,812,0,2616007692
1936,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,7,I,Me/Death,610,0,2616007692
1937,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,8,Thrive,(unnamed)/Life,109,1,2616007692
1934,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,9,Other,(unnamed)/Life,494,0,2616007692
1938,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,10,Die,Me/Death,777,0,2616007692
1939,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,11,Their,(unnamed)/Life,688,0,2616007692
1820,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,12,Breathing,(unnamed)/Life,461,0,2616007692
1821,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,13,Mine,Me/Death,1287,0,2616007692
1822,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,14,Dead,Me/Death,843,0,2616007692
1823,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,15,Myself,Me/Death,1470,0,2616007692
1824,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,16,Living,(unnamed)/Life,601,1,2616007692
1825,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,17,They,(unnamed)/Life,753,0,2616007692
1826,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,18,Deceased,Me/Death,375,0,2616007692
1827,1,BLOCK1,20,"(unnamed)/Life,Me/Death",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,19,Them,(unnamed)/Life,1375,0,2616007692
1840,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,0,Thrive,Me/Life,1336,0,2616007692
1841,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,1,Deceased,(unnamed)/Death,955,0,2616007692
1842,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,2,Breathing,Me/Life,650,0,2616007692
1843,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,3,Suicide,(unnamed)/Death,716,0,2616007692
1844,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,4,Living,Me/Life,652,0,2616007692
1845,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,5,Mine,Me/Life,1420,1,2616007692
1846,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,6,Suicide,(unnamed)/Death,2383,0,2616007692
1847,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,7,I,Me/Life,628,0,2616007692
1848,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,8,Dead,(unnamed)/Death,652,0,2616007692
1849,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,9,They,(unnamed)/Death,554,0,2616007692
1850,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,10,Breathing,Me/Life,640,0,2616007692
1851,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,11,Other,(unnamed)/Death,811,0,2616007692
1884,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,12,Deceased,(unnamed)/Death,836,0,2616007692
1885,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,13,Self,Me/Life,1776,0,2616007692
1886,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,14,Die,(unnamed)/Death,847,0,2616007692
1887,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,15,Them,(unnamed)/Death,467,0,2616007692
1888,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,16,Thrive,Me/Life,434,0,2616007692
1889,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,17,Their,(unnamed)/Death,593,0,2616007692
1890,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,18,Alive,Me/Life,777,0,2616007692
1891,2,BLOCK2,20,"(unnamed)/Death,Me/Life",MentalHealth.DeathlifewordBIAT,6,pimh_deathlifeword2biat,19,Myself,Me/Life,655,0,2616007692
